1,000000,00000,100000,add
2,000000,00000,100010,sub
3,000000,00000,100110,xor
4,000000,00000,100101,or
5,000000,00000,100100,and
6,000000,00000,100111,nor
7,000000,00000,101010,slt
8,000000,,000000,sll
9,000000,,000010,srl
10,100011,,,lw
11,101011,,,sw
12,001000,,,addi
13,011000,,,subi
14,001000,,,beq
15,000010,,,j
16,000011,,,jal
17,011001,,,jr
