1,000000,00000,100000,add
2,000000,00000,100010,sub
3,000000,00000,100110,xor
4,000000,00000,100101,or
5,000000,00000,100100,and
6,000000,00000,100111,nor
7,000000,00000,101010,slt
8,100011,,,lw
9,101011,,,sw
10,001000,,,addi
11,011000,,,subi
12,001000,,,beq
13,000010,,,j
14,000011,,,jal
15,011001,,,jr
